Muster-Beispiel Report (Excel),,,,,,,,,,,,,
"Die Informationen in den Reports werden auf Basis der Datensätze generiert, welche entsprechend den gesetzlichen Bestimmungen für intelligente Messgeräte (Elektrizitätswirtschafts- und organisationsgesetz 2010 sowie Datenformat und VerbrauchsinformationsdarstellungsVO 2012), vom Netzbetreiber übermittelt werden. Die EDA GmbH übernimmt daher keinerlei Gewähr für die Aktualität, Korrektheit, Vollständigkeit oder Qualität der bereitgestellten Informationen. Jegliche Haftungsansprüche gegen die EDA GmbH, die durch die Nutzung oder Nichtnutzung der dargebotenen Informationen bzw. durch die Nutzung fehlerhafter und unvollständiger Informationen verursacht wurden, sind daher ausgeschlossen. Zur Abklärung fehlender, inkorrekter oder unvollständiger Informationen in den Reports kann sich jede betroffene Person an den zuständigen Netzbetreiber wenden.",,,,,,,,,,,,,
MeteringpointID,AT9990000991100000000000209351633,AT9990000991100000000000209351633,AT9990000991100000000000209351633,AT9990000991100000000000209351644,AT9990000991100000000000209351644,AT9990000991100000000000209351644,AT9990000991100000000007000091655,AT9990000991100000000007000091655,AT9990000991100000000007000091655,AT9990000991100000000099000003411,TOTAL,TOTAL,TOTAL
01.01.2021 10:45:00,0.120000,0.126377,0.120000,0.064000,0.067401,0.064000,0.023000,0.024222,0.023000,0.218000,0.207000,0.218000,0.207000
01.01.2021 11:00:00,0.102000,0.104769,0.102000,0.067000,0.068819,0.067000,0.273000,0.280412,0.273000,0.454000,0.442000,0.454000,0.442000
01.01.2021 11:15:00,0.101000,0.078992,0.078992,0.067000,0.052400,0.052400,0.424000,0.331608,0.331608,0.463000,0.592000,0.463000,0.463000
01.01.2021 11:30:00,0.092000,0.030630,0.030630,0.074000,0.024638,0.024638,0.681000,0.226732,0.226732,0.282000,0.847000,0.282000,0.282000
01.01.2021 11:45:00,0.087000,0.036525,0.036525,0.081000,0.034006,0.034006,0.649000,0.272469,0.272469,0.343000,0.817000,0.343000,0.343000
01.01.2021 12:00:00,0.087000,0.078344,0.078344,0.090000,0.081046,0.081046,0.215000,0.193610,0.193610,0.353000,0.392000,0.353000,0.353000
01.01.2021 12:15:00,0.226000,0.236343,0.226000,0.078000,0.081570,0.078000,0.133000,0.139087,0.133000,0.457000,0.437000,0.457000,0.437000
01.01.2021 12:30:00,0.064000,0.072145,0.064000,0.075000,0.084545,0.075000,0.136000,0.153309,0.136000,0.310000,0.275000,0.309999,0.275000
01.01.2021 12:45:00,0.253000,0.259171,0.253000,0.070000,0.071707,0.070000,0.169000,0.173122,0.169000,0.504000,0.492000,0.504000,0.492000
01.01.2021 13:00:00,0.571000,0.345118,0.345118,0.081000,0.048957,0.048957,0.119000,0.071925,0.071925,0.466000,0.771000,0.466000,0.466000
01.01.2021 13:15:00,0.171000,0.141884,0.141884,0.080000,0.066378,0.066378,0.119000,0.098738,0.098738,0.307000,0.370000,0.307000,0.307000
01.01.2021 13:30:00,0.259000,0.162601,0.162601,0.071000,0.044574,0.044574,0.116000,0.072825,0.072825,0.280000,0.446000,0.280000,0.280000
01.01.2021 13:45:00,0.496000,0.195123,0.195123,0.071000,0.027931,0.027931,0.099000,0.038946,0.038946,0.262000,0.666000,0.262000,0.262000
01.01.2021 14:00:00,0.126000,0.111084,0.111084,0.070000,0.061713,0.061713,0.125000,0.110202,0.110202,0.283000,0.321000,0.282999,0.282999
01.01.2021 14:15:00,0.193000,0.192555,0.192555,0.101000,0.100767,0.100767,0.140000,0.139677,0.139677,0.433000,0.434000,0.432999,0.432999
01.01.2021 14:30:00,0.424000,0.229729,0.229729,0.288000,0.156042,0.156042,0.137000,0.074229,0.074229,0.460000,0.849000,0.460000,0.460000
01.01.2021 14:45:00,0.096000,0.066616,0.066616,0.348000,0.241482,0.241482,0.131000,0.090903,0.090903,0.399000,0.575000,0.399001,0.399001
01.01.2021 15:00:00,0.144000,0.053795,0.053795,0.090000,0.033622,0.033622,0.644000,0.240583,0.240583,0.328000,0.878000,0.328000,0.328000
01.01.2021 15:15:00,0.514000,0.120831,0.120831,0.089000,0.020922,0.020922,0.218000,0.051247,0.051247,0.193000,0.821000,0.193000,0.193000
01.01.2021 15:30:00,0.153000,0.027785,0.027785,0.101000,0.018342,0.018342,0.170000,0.030873,0.030873,0.077000,0.424000,0.077000,0.077000
01.01.2021 15:45:00,0.181000,0.021190,0.021190,0.102000,0.011941,0.011941,0.127000,0.014868,0.014868,0.048000,0.410000,0.047999,0.047999
01.01.2021 16:00:00,0.202000,0.017646,0.017646,0.110000,0.009609,0.009609,0.123000,0.010745,0.010745,0.038000,0.435000,0.038000,0.038000
01.01.2021 16:15:00,0.129000,0.001445,0.001445,0.088000,0.000986,0.000986,0.140000,0.001569,0.001569,0.004000,0.357000,0.004000,0.004000
01.01.2021 16:30:00,0.166000,0.000000,0.000000,0.008000,0.000000,0.000000,0.299000,0.000000,0.000000,0.000000,0.473000,0.000000,0.000000
01.01.2021 16:45:00,0.096000,0.000000,0.000000,0.005000,0.000000,0.000000,0.704000,0.000000,0.000000,0.000000,0.805000,0.000000,0.000000
01.01.2021 17:00:00,0.109000,0.000000,0.000000,0.004000,0.000000,0.000000,0.230000,0.000000,0.000000,0.000000,0.343000,0.000000,0.000000
01.01.2021 17:15:00,0.136000,0.000000,0.000000,0.006000,0.000000,0.000000,0.156000,0.000000,0.000000,0.000000,0.298000,0.000000,0.000000
01.01.2021 17:30:00,0.177000,0.000000,0.000000,0.020000,0.000000,0.000000,0.365000,0.000000,0.000000,0.000000,0.562000,0.000000,0.000000
01.01.2021 17:45:00,0.129000,0.000000,0.000000,0.011000,0.000000,0.000000,0.448000,0.000000,0.000000,0.000000,0.588000,0.000000,0.000000
01.01.2021 18:00:00,0.304000,0.000000,0.000000,0.004000,0.000000,0.000000,0.649000,0.000000,0.000000,0.000000,0.957000,0.000000,0.000000
01.01.2021 18:15:00,0.239000,0.000000,0.000000,0.005000,0.000000,0.000000,0.985000,0.000000,0.000000,0.000000,1.229000,0.000000,0.000000
01.01.2021 18:30:00,0.118000,0.000000,0.000000,0.004000,0.000000,0.000000,0.407000,0.000000,0.000000,0.000000,0.529000,0.000000,0.000000
01.01.2021 18:45:00,0.166000,0.000000,0.000000,0.018000,0.000000,0.000000,0.077000,0.000000,0.000000,0.000000,0.261000,0.000000,0.000000
01.01.2021 19:00:00,0.217000,0.000000,0.000000,0.014000,0.000000,0.000000,0.129000,0.000000,0.000000,0.000000,0.360000,0.000000,0.000000
01.01.2021 19:15:00,0.186000,0.000000,0.000000,0.005000,0.000000,0.000000,0.502000,0.000000,0.000000,0.000000,0.693000,0.000000,0.000000
01.01.2021 19:30:00,0.244000,0.000000,0.000000,0.004000,0.000000,0.000000,0.951000,0.000000,0.000000,0.000000,1.199000,0.000000,0.000000
01.01.2021 19:45:00,0.152000,0.000000,0.000000,0.005000,0.000000,0.000000,0.457000,0.000000,0.000000,0.000000,0.614000,0.000000,0.000000
01.01.2021 20:00:00,0.148000,0.000000,0.000000,0.004000,0.000000,0.000000,0.465000,0.000000,0.000000,0.000000,0.617000,0.000000,0.000000
01.01.2021 20:15:00,0.269000,0.000000,0.000000,0.015000,0.000000,0.000000,0.179000,0.000000,0.000000,0.000000,0.463000,0.000000,0.000000
01.01.2021 20:30:00,0.138000,0.000000,0.000000,0.019000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,0.317000,0.000000,0.000000
01.01.2021 20:45:00,0.147000,0.000000,0.000000,0.004000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,0.311000,0.000000,0.000000
01.01.2021 21:00:00,0.153000,0.000000,0.000000,0.005000,0.000000,0.000000,0.190000,0.000000,0.000000,0.000000,0.348000,0.000000,0.000000
01.01.2021 21:15:00,0.240000,0.000000,0.000000,0.004000,0.000000,0.000000,0.615000,0.000000,0.000000,0.000000,0.859000,0.000000,0.000000
01.01.2021 21:30:00,0.214000,0.000000,0.000000,0.009000,0.000000,0.000000,0.119000,0.000000,0.000000,0.000000,0.342000,0.000000,0.000000
01.01.2021 21:45:00,0.222000,0.000000,0.000000,0.020000,0.000000,0.000000,0.130000,0.000000,0.000000,0.000000,0.372000,0.000000,0.000000
01.01.2021 22:00:00,0.197000,0.000000,0.000000,0.008000,0.000000,0.000000,0.113000,0.000000,0.000000,0.000000,0.318000,0.000000,0.000000
01.01.2021 22:15:00,0.229000,0.000000,0.000000,0.004000,0.000000,0.000000,0.074000,0.000000,0.000000,0.000000,0.307000,0.000000,0.000000
01.01.2021 22:30:00,0.157000,0.000000,0.000000,0.005000,0.000000,0.000000,0.074000,0.000000,0.000000,0.000000,0.236000,0.000000,0.000000
01.01.2021 22:45:00,0.149000,0.000000,0.000000,0.005000,0.000000,0.000000,0.075000,0.000000,0.000000,0.000000,0.229000,0.000000,0.000000
01.01.2021 23:00:00,1.168000,0.000000,0.000000,0.019000,0.000000,0.000000,0.076000,0.000000,0.000000,0.000000,1.263000,0.000000,0.000000
01.01.2021 23:15:00,1.163000,0.000000,0.000000,0.014000,0.000000,0.000000,0.074000,0.000000,0.000000,0.000000,1.251000,0.000000,0.000000
01.01.2021 23:30:00,1.149000,0.000000,0.000000,0.005000,0.000000,0.000000,0.090000,0.000000,0.000000,0.000000,1.244000,0.000000,0.000000
01.01.2021 23:45:00,0.969000,0.000000,0.000000,0.006000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,1.075000,0.000000,0.000000
02.01.2021 00:00:00,0.439000,0.000000,0.000000,0.422000,0.000000,0.000000,0.390000,0.000000,0.000000,0.000000,1.251000,0.000000,0.000000
02.01.2021 00:15:00,0.163000,0.000000,0.000000,0.456000,0.000000,0.000000,0.396000,0.000000,0.000000,0.000000,1.015000,0.000000,0.000000
02.01.2021 00:30:00,0.096000,0.000000,0.000000,0.465000,0.000000,0.000000,0.396000,0.000000,0.000000,0.000000,0.957000,0.000000,0.000000
02.01.2021 00:45:00,0.086000,0.000000,0.000000,0.424000,0.000000,0.000000,0.395000,0.000000,0.000000,0.000000,0.905000,0.000000,0.000000
02.01.2021 01:00:00,0.080000,0.000000,0.000000,0.423000,0.000000,0.000000,0.398000,0.000000,0.000000,0.000000,0.901000,0.000000,0.000000
02.01.2021 01:15:00,0.073000,0.000000,0.000000,0.423000,0.000000,0.000000,0.381000,0.000000,0.000000,0.000000,0.877000,0.000000,0.000000
02.01.2021 01:30:00,0.220000,0.000000,0.000000,0.423000,0.000000,0.000000,0.306000,0.000000,0.000000,0.000000,0.949000,0.000000,0.000000
02.01.2021 01:45:00,0.064000,0.000000,0.000000,0.424000,0.000000,0.000000,0.029000,0.000000,0.000000,0.000000,0.517000,0.000000,0.000000
02.01.2021 02:00:00,0.053000,0.000000,0.000000,0.429000,0.000000,0.000000,0.031000,0.000000,0.000000,0.000000,0.513000,0.000000,0.000000
02.01.2021 02:15:00,0.043000,0.000000,0.000000,0.442000,0.000000,0.000000,0.029000,0.000000,0.000000,0.000000,0.514000,0.000000,0.000000
02.01.2021 02:30:00,0.049000,0.000000,0.000000,0.432000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.511000,0.000000,0.000000
02.01.2021 02:45:00,0.133000,0.000000,0.000000,0.430000,0.000000,0.000000,0.071000,0.000000,0.000000,0.000000,0.634000,0.000000,0.000000
02.01.2021 03:00:00,0.249000,0.000000,0.000000,0.427000,0.000000,0.000000,0.034000,0.000000,0.000000,0.000000,0.710000,0.000000,0.000000
02.01.2021 03:15:00,0.105000,0.000000,0.000000,0.428000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.563000,0.000000,0.000000
02.01.2021 03:30:00,0.074000,0.000000,0.000000,0.426000,0.000000,0.000000,0.029000,0.000000,0.000000,0.000000,0.529000,0.000000,0.000000
02.01.2021 03:45:00,0.060000,0.000000,0.000000,0.428000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.518000,0.000000,0.000000
02.01.2021 04:00:00,0.090000,0.000000,0.000000,0.440000,0.000000,0.000000,0.029000,0.000000,0.000000,0.000000,0.559000,0.000000,0.000000
02.01.2021 04:15:00,0.159000,0.000000,0.000000,0.439000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.628000,0.000000,0.000000
02.01.2021 04:30:00,0.073000,0.000000,0.000000,0.314000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.417000,0.000000,0.000000
02.01.2021 04:45:00,0.122000,0.000000,0.000000,0.004000,0.000000,0.000000,0.023000,0.000000,0.000000,0.000000,0.149000,0.000000,0.000000
02.01.2021 05:00:00,0.080000,0.000000,0.000000,0.004000,0.000000,0.000000,0.018000,0.000000,0.000000,0.000000,0.102000,0.000000,0.000000
02.01.2021 05:15:00,0.176000,0.000000,0.000000,0.005000,0.000000,0.000000,0.018000,0.000000,0.000000,0.000000,0.199000,0.000000,0.000000
02.01.2021 05:30:00,0.054000,0.000000,0.000000,0.003000,0.000000,0.000000,0.057000,0.000000,0.000000,0.000000,0.114000,0.000000,0.000000
02.01.2021 05:45:00,0.078000,0.000000,0.000000,0.017000,0.000000,0.000000,0.017000,0.000000,0.000000,0.000000,0.112000,0.000000,0.000000
02.01.2021 06:00:00,0.072000,0.000000,0.000000,0.014000,0.000000,0.000000,0.018000,0.000000,0.000000,0.000000,0.104000,0.000000,0.000000
02.01.2021 06:15:00,0.076000,0.000000,0.000000,0.001000,0.000000,0.000000,0.018000,0.000000,0.000000,0.000000,0.095000,0.000000,0.000000
02.01.2021 06:30:00,0.106000,0.000000,0.000000,0.360000,0.000000,0.000000,0.025000,0.000000,0.000000,0.000000,0.491000,0.000000,0.000000
02.01.2021 06:45:00,0.141000,0.000000,0.000000,0.115000,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,0.272000,0.000000,0.000000
02.01.2021 07:00:00,0.082000,0.000000,0.000000,0.069000,0.000000,0.000000,0.017000,0.000000,0.000000,0.000000,0.168000,0.000000,0.000000
02.01.2021 07:15:00,0.077000,0.000000,0.000000,0.078000,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,0.171000,0.000000,0.000000
02.01.2021 07:30:00,0.089000,0.000000,0.000000,0.017000,0.000000,0.000000,0.019000,0.000000,0.000000,0.000000,0.125000,0.000000,0.000000
02.01.2021 07:45:00,0.512000,0.000000,0.000000,0.001000,0.000000,0.000000,0.028000,0.000000,0.000000,0.000000,0.541000,0.000000,0.000000
02.01.2021 08:00:00,0.251000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034000,0.000000,0.000000,0.000000,0.285000,0.000000,0.000000
02.01.2021 08:15:00,0.374000,0.006828,0.006828,0.016000,0.000292,0.000292,0.103000,0.001880,0.001880,0.009000,0.493000,0.009000,0.009000
02.01.2021 08:30:00,0.584000,0.030885,0.030885,0.008000,0.000423,0.000423,0.032000,0.001692,0.001692,0.033000,0.624000,0.033000,0.033000
02.01.2021 08:45:00,0.302000,0.034671,0.034671,0.001000,0.000115,0.000115,0.028000,0.003215,0.003215,0.038000,0.331000,0.038001,0.038001
02.01.2021 09:00:00,0.194000,0.026969,0.026969,0.001000,0.000139,0.000139,0.028000,0.003892,0.003892,0.031000,0.223000,0.031000,0.031000
02.01.2021 09:15:00,0.152000,0.062983,0.062983,0.001000,0.000414,0.000414,0.028000,0.011602,0.011602,0.075000,0.181000,0.074999,0.074999
02.01.2021 09:30:00,0.163000,0.132932,0.132932,0.015000,0.012233,0.012233,0.028000,0.022835,0.022835,0.168000,0.206000,0.168000,0.168000
02.01.2021 09:45:00,0.177000,0.145962,0.145962,0.009000,0.007422,0.007422,0.025000,0.020616,0.020616,0.174000,0.211000,0.174000,0.174000
02.01.2021 10:00:00,0.157000,0.179051,0.157000,0.001000,0.001140,0.001000,0.020000,0.022809,0.020000,0.203000,0.178000,0.203000,0.178000
02.01.2021 10:15:00,0.107000,0.149633,0.107000,0.000000,0.000000,0.000000,0.021000,0.029367,0.021000,0.179000,0.128000,0.179000,0.128000
02.01.2021 10:30:00,0.092000,0.125761,0.092000,0.001000,0.001367,0.001000,0.016000,0.021872,0.016000,0.149000,0.109000,0.149000,0.109000
02.01.2021 10:45:00,0.089000,0.096120,0.089000,0.013000,0.014040,0.013000,0.123000,0.132840,0.123000,0.243000,0.225000,0.243000,0.225000
02.01.2021 11:00:00,0.089000,0.091078,0.089000,0.011000,0.011257,0.011000,0.157000,0.160665,0.157000,0.263000,0.257000,0.263000,0.257000
02.01.2021 11:15:00,0.093000,0.151395,0.093000,0.001000,0.001628,0.001000,0.035000,0.056977,0.035000,0.210000,0.129000,0.210000,0.129000
02.01.2021 11:30:00,0.084000,0.120842,0.084000,0.001000,0.001439,0.001000,0.029000,0.041719,0.029000,0.164000,0.114000,0.164000,0.114000
02.01.2021 11:45:00,0.575000,0.599711,0.575000,0.001000,0.001043,0.001000,0.029000,0.030246,0.029000,0.631000,0.605000,0.631000,0.605000
02.01.2021 12:00:00,0.653000,0.677894,0.653000,0.001000,0.001038,0.001000,0.028000,0.029067,0.028000,0.708000,0.682000,0.707999,0.682000
02.01.2021 12:15:00,0.425000,0.452901,0.425000,0.005000,0.005328,0.005000,0.225000,0.239771,0.225000,0.698000,0.655000,0.698000,0.655000
02.01.2021 12:30:00,0.599000,0.602679,0.599000,0.016000,0.016098,0.016000,0.199000,0.200222,0.199000,0.819000,0.814000,0.818999,0.814000
02.01.2021 12:45:00,0.156000,0.165921,0.156000,0.006000,0.006382,0.006000,0.294000,0.312697,0.294000,0.485000,0.456000,0.485000,0.456000
